CustomerID,recency,frequency,monetary,kmeans_cluster,agg_cluster
12420,4.174387269895637,0.6931471805599453,6.3992436425478765,0,0
12421,2.833213344056216,1.6094379124341003,6.694611562246261,1,0
12422,4.574710978503383,1.3862943611198906,6.690295544136225,0,0
12423,0.6931471805599453,2.1972245773362196,7.528498419486568,1,1
12424,5.099866427824199,1.0986122886681098,7.474182104762846,0,0
12425,4.3694478524670215,0.6931471805599453,6.6569835605504535,0,0
12426,5.278114659230517,0.6931471805599453,6.369438547154207,0,0
12427,3.1354942159291497,1.3862943611198906,6.717562827807613,1,0
12428,3.295836866004329,2.302585092994046,8.981865132439246,1,1
12429,2.302585092994046,1.6094379124341003,8.22988438262624,1,1
12430,3.784189633918261,0.6931471805599453,5.5506312951620265,0,0
12431,3.6109179126442243,2.772588722239781,8.777778952206313,1,1
12432,3.784189633918261,1.791759469228055,8.529185001388596,1,1
12433,0.6931471805599453,2.0794415416798357,9.50128237507538,1,1
12434,4.454347296253507,1.0986122886681098,6.6934971352559,0,0
12435,4.394449154672439,1.0986122886681098,8.965831447914955,1,1
12436,4.61512051684126,0.6931471805599453,6.234430333369278,0,0
12437,1.0986122886681098,2.9444389791664403,8.507629605767502,1,1
12438,2.70805020110221,1.0986122886681098,7.9751692554798295,1,0
12441,5.908082938168931,0.6931471805599453,5.162211233551045,0,0
12442,1.3862943611198906,0.6931471805599453,5.153638355178593,0,0
12444,3.091042453358316,1.791759469228055,8.518484357502437,1,1
12445,3.1354942159291497,0.6931471805599453,4.900820428089049,0,0
12446,4.07753744390572,0.6931471805599453,6.9110598129904375,0,0
12447,5.497168225293202,0.6931471805599453,6.168543217293113,0,0
12448,3.8066624897703196,0.6931471805599453,6.110247083097449,0,0
12449,3.1354942159291497,1.6094379124341003,8.310978042729836,1,1
12450,5.056245805348308,1.0986122886681098,5.292701627762401,0,0
12451,2.4849066497880004,1.791759469228055,9.109029423519523,1,1
12452,2.8903717578961645,1.0986122886681098,6.067429722163682,0,0
12453,4.90527477843843,0.6931471805599453,6.562571204258897,0,0
12454,4.04305126783455,0.6931471805599453,8.168866163607964,0,0
12455,4.30406509320417,1.9459101490553132,7.81110665732229,1,1
12456,3.8066624897703196,1.3862943611198906,8.065277779528966,1,1
12457,4.204692619390966,2.0794415416798357,7.768207666517555,1,1
12458,4.276666119016055,1.0986122886681098,6.854776354191251,0,0
12461,4.553876891600541,1.0986122886681098,6.718868216346018,0,0
12462,2.995732273553991,1.0986122886681098,7.082204261557526,1,0
12463,3.9889840465642745,1.6094379124341003,7.204729049594601,1,1
12464,2.3978952727983707,2.1972245773362196,7.100893128209941,1,1
12465,2.8903717578961645,1.0986122886681098,6.610951732080795,0,0
12468,5.241747015059643,1.0986122886681098,6.593783986707386,0,0
12471,1.0986122886681098,3.4339872044851463,9.894701568567964,1,1
12472,3.4965075614664802,2.0794415416798357,8.790742363252102,1,1
12473,3.4011973816621555,1.791759469228055,8.278821782571185,1,1
12474,2.8903717578961645,2.9444389791664403,8.906093863622669,1,1
12475,4.007333185232471,0.6931471805599453,6.585316116572351,0,0
12476,2.833213344056216,2.4849066497880004,8.82723638014411,1,1
12477,3.1780538303479458,1.9459101490553132,9.489542087633343,1,1
12478,1.6094379124341003,0.6931471805599453,6.525014994979364,0,0
12479,2.4849066497880004,0.6931471805599453,6.269474999863032,0,0
12480,3.367295829986474,1.6094379124341003,8.096400209353131,1,1
12481,3.1780538303479458,2.3978952727983707,8.630043190742814,1,1
12483,2.8903717578961645,2.1972245773362196,7.818422226986002,1,1
12484,3.5263605246161616,1.9459101490553132,8.421281230578023,1,1
12488,2.3978952727983707,1.3862943611198906,7.169857970780942,1,0
12489,5.820082930352362,0.6931471805599453,5.816902804925467,0,0
12490,1.791759469228055,2.3978952727983707,8.597653657970227,1,1
12491,3.6888794541139363,0.6931471805599453,6.134265345739653,0,0
12492,4.1588830833596715,1.0986122886681098,5.5767442414854775,0,0
12493,5.117993812416755,1.0986122886681098,6.0747481512447195,0,0
12494,2.833213344056216,2.0794415416798357,7.128576134926702,1,1
12497,4.418840607796598,0.6931471805599453,6.950910549296065,0,0
12498,3.091042453358316,1.3862943611198906,6.00314605188182,0,0
12500,3.1780538303479458,2.4849066497880004,8.356747405587967,1,1
12501,5.823045895483019,0.6931471805599453,7.682662153888476,0,0
12502,4.574710978503383,1.791759469228055,8.222787230875806,1,1
12504,2.9444389791664403,1.0986122886681098,6.180120167963518,0,0
12506,5.455321115357702,0.6931471805599453,4.310799125385514,0,0
12507,4.90527477843843,1.3862943611198906,7.174578816863813,0,0
12508,3.295836866004329,1.0986122886681098,5.989637879766574,0,0
12509,5.652489180268651,0.6931471805599453,5.178970608915471,0,0
12510,4.969813299576001,1.0986122886681098,6.8911888096735625,0,0
12512,4.204692619390966,1.0986122886681098,4.9346897371814515,0,0
12513,4.736198448394496,0.6931471805599453,6.418837907265026,0,0
12514,5.5909869805108565,0.6931471805599453,6.926262950537876,0,0
12515,5.869296913133774,0.6931471805599453,5.95246380975825,0,0
12516,4.3694478524670215,1.0986122886681098,7.180115570136106,0,0
12517,3.367295829986474,1.791759469228055,7.825580832414862,1,1
12518,0.6931471805599453,1.791759469228055,7.629436465014086,1,1
12519,4.174387269895637,0.6931471805599453,5.83434279133577,0,0
12520,4.382026634673881,1.791759469228055,7.876737127834484,1,1
12521,4.969813299576001,0.6931471805599453,6.39806234681208,0,0
12522,3.6888794541139363,1.0986122886681098,5.266413817535028,0,0
12523,2.995732273553991,2.4849066497880004,7.490400973937009,1,1
12524,2.302585092994046,2.1972245773362196,8.408877201532766,1,1
12526,0.6931471805599453,1.3862943611198906,7.183612715167257,1,0
12527,4.418840607796598,1.3862943611198906,5.857104239599851,0,0
12528,2.302585092994046,1.9459101490553132,7.567593835498341,1,1
12530,4.110873864173311,1.6094379124341003,7.416546835435133,1,1
12531,2.772588722239781,0.6931471805599453,4.838026416156094,0,0
12532,3.4339872044851463,0.6931471805599453,5.860301775655642,0,0
12534,4.882801922586371,0.6931471805599453,6.9940980992041535,0,0
12535,4.532599493153256,1.0986122886681098,6.575563866544399,0,0
12536,3.784189633918261,1.3862943611198906,9.441676670894656,1,1
12538,3.4011973816621555,0.6931471805599453,5.899760357897641,0,0
12539,3.1354942159291497,1.6094379124341003,8.625033629522884,1,1
12540,3.044522437723423,2.8903717578961645,9.503102518971122,1,1
12541,3.4339872044851463,1.3862943611198906,6.889774590946187,1,0
12544,3.6109179126442243,0.6931471805599453,5.923453336491439,0,0
12545,4.330733340286331,1.0986122886681098,6.9091443138264115,0,0
12546,3.871201010907891,1.0986122886681098,7.058328137461511,0,0
12547,5.293304824724492,1.0986122886681098,5.341376856008484,0,0
12548,5.117993812416755,0.6931471805599453,4.566429357671661,0,0
12550,4.382026634673881,0.6931471805599453,6.872987835288763,0,0
12551,5.883322388488279,0.6931471805599453,5.1298987149230735,0,0
12552,3.6888794541139363,1.0986122886681098,6.084089306213804,0,0
12553,2.1972245773362196,2.3978952727983707,8.214270231095687,1,1
12556,3.9318256327243257,1.0986122886681098,6.404749004268278,0,0
12557,2.833213344056216,1.791759469228055,9.391991704219834,1,1
12558,2.1972245773362196,0.6931471805599453,5.601971208509516,0,0
12559,5.7430031878094825,1.0986122886681098,6.33276439774036,0,0
12560,1.791759469228055,1.3862943611198906,7.666226609492505,1,1
12561,5.717027701406222,0.6931471805599453,5.480013727948073,0,0
12562,2.1972245773362196,2.0794415416798357,8.23820389374878,1,1
12564,5.568344503761097,0.6931471805599453,6.12665081966305,0,0
12565,5.66988092298052,0.6931471805599453,4.989888220951467,0,0
12566,4.465908118654584,0.6931471805599453,5.865476063654188,0,0
12567,3.1780538303479458,2.3978952727983707,9.148707492038316,1,1
12569,1.0986122886681098,3.4339872044851463,8.324988557507531,1,1
12571,3.713572066704308,1.0986122886681098,6.255001200981438,0,0
12572,2.302585092994046,1.0986122886681098,6.928949094989139,1,0
12573,5.429345628954441,0.6931471805599453,5.08475279001415,0,0
12574,5.75890177387728,0.6931471805599453,5.391124416134243,0,0
12576,3.6109179126442243,1.791759469228055,7.182982612166326,1,1
12577,3.58351893845611,1.3862943611198906,6.490419998303485,0,0
12578,3.091042453358316,1.0986122886681098,7.935769837637909,1,0
12579,4.3694478524670215,0.6931471805599453,6.0899968031722285,0,0
12580,5.5134287461649825,0.6931471805599453,6.032366538428407,0,0
12581,3.713572066704308,0.6931471805599453,5.291846475417725,0,0
12582,5.480638923341991,1.0986122886681098,6.239027502962935,0,0
12583,1.3862943611198906,2.772588722239781,8.89321301083995,1,1
12584,1.6094379124341003,2.302585092994046,7.757542894498013,1,1
12585,5.459585514144159,1.0986122886681098,7.621244157199997,0,0
12586,2.8903717578961645,0.6931471805599453,5.2879639544685455,0,0
12587,2.1972245773362196,0.6931471805599453,4.976733742420574,0,0
12588,3.6888794541139363,0.6931471805599453,5.3748153375207615,0,0
12589,3.4011973816621555,1.0986122886681098,6.473396747218991,0,0
12590,5.356586274672012,1.0986122886681098,9.196774773912752,1,1
12591,5.762051382780177,0.6931471805599453,6.117766746972636,0,0
12592,4.532599493153256,1.0986122886681098,6.083587835983788,0,0
12593,4.700480365792417,1.3862943611198906,6.038109554931026,0,0
12594,3.6635616461296463,2.3978952727983707,8.113492525763553,1,1
12596,3.9512437185814275,1.0986122886681098,6.428541364981557,0,0
12597,2.995732273553991,1.6094379124341003,8.245966975595675,1,1
12598,2.3978952727983707,2.1972245773362196,8.01436219197595,1,1
12599,3.4011973816621555,2.0794415416798357,6.940783782995926,1,1
12600,3.4011973816621555,2.3978952727983707,7.863282108506616,1,1
12601,5.25227342804663,1.791759469228055,6.359677669513258,0,0
12602,4.0943445622221,0.6931471805599453,5.037731519757957,0,0
12603,3.1354942159291497,0.6931471805599453,6.606920419952056,0,0
12604,4.382026634673881,1.0986122886681098,5.541969178493598,0,0
12607,4.110873864173311,0.6931471805599453,7.3655028587473295,0,0
12609,4.3694478524670215,1.3862943611198906,7.0280684444921455,0,0
12610,3.1780538303479458,1.791759469228055,7.6499497335130995,1,1
12611,3.970291913552122,0.6931471805599453,7.085332264745334,0,0
12612,4.31748811353631,0.6931471805599453,6.558254538791405,0,0
12613,4.060443010546419,1.791759469228055,8.115335568501695,1,1
12614,5.631211781821365,0.6931471805599453,5.757639147446912,0,0
12615,1.0986122886681098,1.6094379124341003,7.73726297143202,1,1
12616,4.564348191467836,1.0986122886681098,6.571303042160927,0,0
12617,3.4011973816621555,0.6931471805599453,5.876418387786464,0,0
12618,3.1354942159291497,0.6931471805599453,5.183523608545955,0,0
12619,2.833213344056216,2.302585092994046,8.200354155974704,1,1
12620,2.772588722239781,1.3862943611198906,7.20073081629489,1,0
12621,1.0986122886681098,3.044522437723423,9.524469857917655,1,1
12622,5.4510384535657,0.6931471805599453,5.199049364889368,0,0
12623,5.6240175061873385,0.6931471805599453,5.723911845951367,0,0
12624,4.672828834461906,1.0986122886681098,6.464790775403018,0,0
12625,5.3612921657094255,1.0986122886681098,7.895368965589599,0,0
12626,3.1780538303479458,2.302585092994046,8.798074188898816,1,1
12627,2.4849066497880004,2.0794415416798357,8.407273409191232,1,1
12628,1.6094379124341003,1.3862943611198906,6.668812575758953,1,1
12630,2.3978952727983707,1.0986122886681098,7.1482513998271635,1,0
12631,4.060443010546419,0.6931471805599453,6.463809184055691,0,0
12633,4.0943445622221,1.6094379124341003,7.6801664025186325,1,1
12635,4.51085950651685,1.0986122886681098,7.432590311121191,0,0
12637,4.219507705176107,2.1972245773362196,8.70332414988414,1,1
12638,3.5263605246161616,0.6931471805599453,6.511284599453549,0,0
12639,5.480638923341991,0.6931471805599453,6.188469440812497,0,0
12640,3.2188758248682006,1.3862943611198906,7.06951692181073,1,0
12641,4.7535901911063645,0.6931471805599453,5.230573714461517,0,0
12642,3.258096538021482,1.3862943611198906,6.9219145615400475,1,0
12643,4.859812404361672,1.9459101490553132,8.11541328460481,1,1
12644,4.875197323201151,0.6931471805599453,6.171512688316606,0,0
12645,3.5553480614894135,1.6094379124341003,7.482220269767765,1,1
12646,1.791759469228055,1.0986122886681098,7.206355036031724,1,0
12647,3.1354942159291497,2.5649493574615367,8.222505302105255,1,1
12648,5.049856007249537,0.6931471805599453,5.765347830314356,0,0
12649,4.68213122712422,1.3862943611198906,6.4369673422476765,0,0
12650,1.3862943611198906,0.6931471805599453,5.753968489569372,0,0
12651,5.817111159963204,0.6931471805599453,4.74493212836325,0,0
12652,5.805134968916488,0.6931471805599453,6.82543832049292,0,0
12653,5.0106352940962555,1.0986122886681098,7.701132335950876,0,0
12654,2.4849066497880004,1.791759469228055,6.401884028681278,1,1
12656,2.8903717578961645,1.791759469228055,8.30700781907883,1,1
12657,2.4849066497880004,1.6094379124341003,7.4049970586737315,1,1
12658,2.995732273553991,0.6931471805599453,6.532407069777784,0,0
12659,3.4339872044851463,0.6931471805599453,4.529152699564175,0,0
12660,2.4849066497880004,0.6931471805599453,5.50573795739701,0,0
12662,0.6931471805599453,2.4849066497880004,8.256031004164345,1,1
12664,2.1972245773362196,2.302585092994046,8.49349048870337,1,1
12665,5.786897381366708,0.6931471805599453,4.1588830833596715,0,0
12667,4.07753744390572,0.6931471805599453,6.431540399799522,0,0
12668,2.5649493574615367,1.6094379124341003,8.244898785891763,1,1
12669,5.0238805208462765,1.3862943611198906,7.917547282845659,0,0
12670,2.3978952727983707,1.791759469228055,8.005383750527514,1,1
12672,5.802118375377063,0.6931471805599453,5.424509391785796,0,0
12673,1.791759469228055,1.0986122886681098,6.415947661051908,1,0
12674,3.6888794541139363,1.6094379124341003,7.586600674831223,1,1
12676,3.258096538021482,1.9459101490553132,7.194729601037682,1,1
12678,3.7612001156935624,2.5649493574615367,9.777326645314199,1,1
12679,4.0943445622221,1.6094379124341003,7.015730373647435,1,0
12680,0.6931471805599453,1.6094379124341003,6.761352837213469,1,1
12681,2.772588722239781,3.1354942159291497,9.531593091360708,1,1
12682,1.6094379124341003,3.4339872044851463,9.416477734313304,1,1
12683,1.6094379124341003,2.772588722239781,9.045179131116987,1,1
12684,2.1972245773362196,2.0794415416798357,7.733959364615189,1,1
12685,3.367295829986474,1.9459101490553132,7.960002460651312,1,1
12686,5.91350300563827,0.6931471805599453,4.501364017262502,0,0
12688,4.74493212836325,0.6931471805599453,8.491836408313453,0,0
12689,3.295836866004329,1.0986122886681098,7.1297862115656185,0,0
12690,5.332718793265369,0.6931471805599453,5.966172379820607,0,0
12691,3.367295829986474,1.9459101490553132,6.94389432559801,1,1
12693,4.852030263919617,1.6094379124341003,6.753332895580138,0,0
12694,4.2626798770413155,1.0986122886681098,6.769263030204804,0,0
12695,2.0794415416798357,1.6094379124341003,6.368358698228111,1,0
12697,3.4011973816621555,1.3862943611198906,6.865463454791294,1,0
12700,2.1972245773362196,1.6094379124341003,8.505320994961897,1,1
12701,4.394449154672439,1.0986122886681098,6.682997926190526,0,0
12702,3.044522437723423,0.6931471805599453,5.393627546352362,0,0
12703,4.276666119016055,0.6931471805599453,5.650908985049133,0,0
12704,2.0794415416798357,2.1972245773362196,7.758692224146705,1,1
12705,2.772588722239781,2.302585092994046,8.834816031986259,1,1
12707,5.680172609017068,0.6931471805599453,6.404269320519532,0,0
12708,3.4339872044851463,2.3978952727983707,7.906145678459555,1,1
12709,2.772588722239781,2.772588722239781,9.18374174409217,1,1
12710,4.584967478670572,1.3862943611198906,7.047534612510416,0,0
12712,3.4011973816621555,2.6390573296152584,8.388707334356674,1,1
12713,0.6931471805599453,0.6931471805599453,6.744706797531768,1,0
12714,2.302585092994046,1.791759469228055,8.45741346257719,1,1
12715,4.672828834461906,0.6931471805599453,5.871723345495433,0,0
12716,1.6094379124341003,1.0986122886681098,6.960812516706486,1,0
12717,5.0238805208462765,1.0986122886681098,6.939234566008755,0,0
12718,4.276666119016055,0.6931471805599453,5.477509030333064,0,0
12719,1.791759469228055,1.0986122886681098,6.47072210140631,1,0
12720,1.3862943611198906,3.258096538021482,8.662631168498326,1,1
12721,3.4965075614664802,1.9459101490553132,7.885001871924596,1,1
12722,4.454347296253507,1.6094379124341003,6.906384339674138,0,1
12723,1.6094379124341003,1.791759469228055,6.587646428909591,1,1
12724,1.791759469228055,1.6094379124341003,6.9396511539657,1,1
12725,5.91350300563827,0.6931471805599453,6.060990609756592,0,0
12726,3.367295829986474,2.0794415416798357,7.867143813759015,1,1
12727,2.4849066497880004,2.0794415416798357,8.2894641427604,1,1
12728,4.276666119016055,1.6094379124341003,6.7302182580203365,0,0
12729,4.74493212836325,0.6931471805599453,6.118119224230488,0,0
12731,3.2188758248682006,2.5649493574615367,9.846753695617958,1,1
12732,5.198497031265826,0.6931471805599453,5.469156586232957,0,0
12733,5.459585514144159,0.6931471805599453,5.953113455724059,0,0
12734,5.869296913133774,0.6931471805599453,4.713127327493184,0,0
12735,5.755742213586912,1.0986122886681098,6.660024422032584,0,0
12736,5.811140992976701,0.6931471805599453,5.459585514144159,0,0
12738,5.91350300563827,0.6931471805599453,5.05209708390385,0,0
12739,4.3694478524670215,1.0986122886681098,6.921697631104842,0,0
12740,4.174387269895637,0.6931471805599453,6.060524083039477,0,0
12743,4.90527477843843,1.0986122886681098,6.305234599635373,0,0
12744,3.970291913552122,2.0794415416798357,9.897524398219646,1,1
12747,1.0986122886681098,2.4849066497880004,8.342127645985029,1,1
12748,0.6931471805599453,3.4339872044851463,9.897524398219646,1,1
12749,1.6094379124341003,1.791759469228055,8.316759801128319,1,1
12750,4.867534450455582,0.6931471805599453,5.623584199327089,0,0
12752,4.406719247264253,0.6931471805599453,8.38201014985595,0,0
12753,3.1780538303479458,1.9459101490553132,9.897524398219646,1,1
12754,5.4680601411351315,1.3862943611198906,8.010273263812737,0,0
12755,5.641907070938114,1.0986122886681098,8.246158446737232,0,0
12756,4.477336814478207,0.6931471805599453,4.72809553282539,0,0
12757,2.833213344056216,2.6390573296152584,8.969300125921881,1,1
12758,4.770684624465665,1.0986122886681098,7.934724759609325,0,0
12759,3.970291913552122,1.3862943611198906,7.334616515331031,1,0
12762,2.1972245773362196,1.0986122886681098,7.549356501658852,1,1
12763,4.9344739331306915,1.0986122886681098,6.204719365671822,0,0
12764,5.762051382780177,0.6931471805599453,7.435367220848186,0,0
12766,1.6094379124341003,2.0794415416798357,8.852325959921869,1,1
12769,5.480638923341991,0.6931471805599453,7.042810509975002,0,0
12770,5.356586274672012,0.6931471805599453,7.209673041460572,0,0
12772,4.110873864173311,0.6931471805599453,6.795112758210396,0,0
12775,2.8903717578961645,1.791759469228055,7.23492725912033,1,1
12778,3.044522437723423,1.9459101490553132,6.713235627004493,1,1
12779,3.6635616461296463,2.1972245773362196,8.289629887368429,1,1
12781,4.174387269895637,1.0986122886681098,6.718699095412067,0,0
12782,1.791759469228055,1.791759469228055,7.754447241564618,1,1
12783,1.0986122886681098,1.9459101490553132,7.708370253328926,1,1
12784,2.302585092994046,1.0986122886681098,6.355100208942306,0,0
12785,5.8998973535824915,0.6931471805599453,5.74604343337071,0,0
12787,2.3978952727983707,1.3862943611198906,6.141305955347142,1,0
12789,4.189654742026425,0.6931471805599453,4.530985287798715,0,0
12790,5.262690188904886,0.6931471805599453,5.786651952478496,0,0
12791,5.91350300563827,0.6931471805599453,5.265794174842477,0,0
12792,5.552959584921617,0.6931471805599453,5.995307154825432,0,0
12793,5.817111159963204,1.0986122886681098,6.303497710423594,0,0
12794,3.9889840465642745,1.0986122886681098,6.758570581561217,0,0
12795,2.995732273553991,0.6931471805599453,6.067221159507229,0,0
12797,5.905361848054571,0.6931471805599453,5.541381185297377,0,0
12798,2.3978952727983707,1.3862943611198906,8.85052335403181,1,1
12802,5.236441962829949,0.6931471805599453,6.060477418394936,0,0
12808,3.6375861597263857,1.3862943611198906,6.183426980938617,0,0
12809,5.187385805840755,0.6931471805599453,6.1950378441253156,0,0
12811,5.568344503761097,1.3862943611198906,6.245816025546385,0,0
12812,3.828641396489095,0.6931471805599453,5.440858053330147,0,0
12814,4.634728988229636,0.6931471805599453,4.843556966714995,0,0
12815,5.003946305945459,1.0986122886681098,6.970222907300612,0,0
12816,4.574710978503383,1.0986122886681098,6.351234695954017,0,0
12817,5.641907070938114,0.6931471805599453,5.118233304694274,0,0
12818,5.572154032177765,0.6931471805599453,7.341535698070348,0,0
12820,1.3862943611198906,1.6094379124341003,6.849426769082011,1,1
12821,5.3706380281276624,0.6931471805599453,4.540311613639595,0,0
12822,4.276666119016055,1.0986122886681098,6.856335660826602,0,0
12823,4.330733340286331,1.791759469228055,7.473353138595107,1,1
12824,4.110873864173311,0.6931471805599453,5.986753467377863,0,0
12826,1.3862943611198906,2.0794415416798357,7.296901285267718,1,1
12827,1.9459101490553132,1.3862943611198906,6.066456057398334,1,0
12828,1.3862943611198906,1.9459101490553132,6.927273552128017,1,1
12829,5.823045895483019,1.0986122886681098,5.683579767338681,0,0
12830,3.6635616461296463,1.9459101490553132,8.826975250212882,1,1
12831,5.572154032177765,0.6931471805599453,5.3755098623779425,0,0
12832,3.4965075614664802,1.0986122886681098,5.950720674536128,0,0
12833,4.983606621708336,0.6931471805599453,6.0363901104609745,0,0
12834,5.648974238161206,0.6931471805599453,5.7474165116762626,0,0
12836,4.0943445622221,1.6094379124341003,7.868583334984023,1,1
12837,5.159055299214529,0.6931471805599453,4.906015244966153,0,0
12838,3.5553480614894135,1.0986122886681098,6.528147958043258,0,0
12839,1.3862943611198906,2.70805020110221,8.629167388389371,1,1
12840,4.976733742420574,1.6094379124341003,7.911239704558553,1,0
12841,1.791759469228055,3.258096538021482,8.299870167916959,1,1
12842,4.2626798770413155,1.0986122886681098,7.0210750356778515,0,0
12843,4.204692619390966,2.1972245773362196,7.440299340765267,1,1
12844,3.4011973816621555,1.0986122886681098,5.789837839256022,0,0
12845,5.5909869805108565,1.6094379124341003,5.8723712784711255,0,0
12847,3.1354942159291497,0.6931471805599453,6.771408498297926,0,0
12849,3.4657359027997265,1.0986122886681098,6.958343825092948,0,0
12851,4.584967478670572,0.6931471805599453,4.9139775400548205,0,0
12852,5.69035945432406,0.6931471805599453,5.744764456377822,0,0
12853,4.912654885736052,1.9459101490553132,7.579729894309281,1,0
12854,4.382026634673881,1.3862943611198906,7.18954502572908,0,0
12855,5.91350300563827,0.6931471805599453,3.97172484867419,0,0
12856,2.1972245773362196,1.9459101490553132,7.687506670317465,1,1
12857,5.356586274672012,1.0986122886681098,7.009770204388867,0,0
12863,3.970291913552122,0.6931471805599453,6.258050656265029,0,0
12864,4.9344739331306915,0.6931471805599453,4.998022756045412,0,0
12865,3.295836866004329,1.0986122886681098,7.358340332174572,1,0
12866,5.648974238161206,0.6931471805599453,6.3281510464875765,0,0
12867,3.295836866004329,2.0794415416798357,8.30346022135619,1,1
12868,5.231108616854587,1.9459101490553132,7.3827837624756185,1,0
12871,4.442651256490317,1.0986122886681098,5.9444777558836455,0,0
12872,5.793013608384144,1.0986122886681098,6.398545016483998,0,0
12873,5.645446897643238,0.6931471805599453,5.926926025970411,0,0
12875,4.969813299576001,1.0986122886681098,5.841310038608051,0,0
12876,4.07753744390572,1.0986122886681098,7.704820935960926,0,0
12877,1.6094379124341003,2.5649493574615367,7.337438090181038,1,1
12878,5.4680601411351315,1.0986122886681098,6.752258693830513,0,0
12879,3.828641396489095,1.3862943611198906,6.353012598149689,0,0
12881,5.6240175061873385,0.6931471805599453,5.700443573390687,0,0
12882,2.302585092994046,1.0986122886681098,7.288955016552379,1,0
12883,3.258096538021482,1.6094379124341003,6.5574457470395595,1,0
12884,4.48863636973214,0.6931471805599453,5.736733574795887,0,0
12885,4.1588830833596715,1.3862943611198906,7.0700611857921905,0,0
12886,4.23410650459726,1.0986122886681098,7.229403900997191,0,0
12888,5.3706380281276624,1.0986122886681098,5.87245576052578,0,0
12890,3.2188758248682006,0.6931471805599453,5.944032210673093,0,0
12891,5.231108616854587,1.3862943611198906,5.805134968916488,0,0
12893,3.4657359027997265,0.6931471805599453,5.242487481587366,0,0
